"Year","Month","USA_Avg_1","USA_Avg_Unc_1","USA_Avg_5","USA_Avg_Unc_5","USA_Avg_10","USA_Avg_Unc_10"
2005,6,12.292,0.033,12.265,0.05,12.03,0.041
2005,7,12.547,0.032,12.241,0.049,12.034,0.041
2005,8,12.405,0.04,12.258,0.048,12.035,0.041
2005,9,12.42,0.041,12.245,0.048,12.039,0.042
2005,10,12.557,0.044,12.231,0.05,12.045,0.043
2005,11,12.683,0.039,12.216,0.049,12.064,0.042
2005,12,12.752,0.043,12.231,0.051,12.083,0.042
2006,1,12.804,0.051,12.218,0.05,12.075,0.041
2006,2,12.814,0.052,12.196,0.049,12.071,0.041
2006,3,12.627,0.051,12.198,0.05,12.078,0.042
2006,4,12.501,0.048,12.175,0.05,12.073,0.043
2006,5,12.457,0.051,12.188,0.048,12.057,0.044
2006,6,12.634,0.055,12.156,0.046,12.06,0.045
2006,7,12.285,0.061,12.162,0.045,12.068,0.046
2006,8,12.173,0.054,12.191,0.045,12.072,0.046
2006,9,12.403,0.059,12.149,0.045,12.074,0.046
2006,10,12.185,0.059,12.133,0.044,12.077,0.046
2006,11,12.188,0.06,12.131,0.045,12.06,0.045
2006,12,12.148,0.067,12.135,0.047,12.056,0.044
2007,1,12.069,0.063,12.133,0.046,12.064,0.043
2007,2,12.128,0.064,12.149,0.048,12.068,0.043
2007,3,12.272,0.065,12.155,0.046,12.118,0.044
2007,4,12.46,0.069,12.11,0.044,12.123,0.044
2007,5,12.455,0.068,12.127,0.043,12.142,0.045
2007,6,12.301,0.068,12.077,0.042,12.141,0.047
2007,7,12.252,0.06,12.052,0.042,12.146,0.047
2007,8,12.358,0.065,11.996,0.042,12.15,0.048
2007,9,12.093,0.068,12.008,0.042,12.147,0.048
2007,10,12.09,0.067,12.017,0.042,12.157,0.049
2007,11,11.955,0.065,12.021,0.041,12.166,0.048
2007,12,11.942,0.064,12.032,0.043,12.17,0.047
2008,1,11.913,0.06,12.027,0.044,12.167,0.046
2008,2,11.804,0.062,12.036,0.046,12.176,0.045
2008,3,11.746,0.066,12.028,0.047,12.165,0.045
2008,4,11.622,0.061,12.036,0.046,12.155,0.046
2008,5,11.618,0.054,12.01,0.045,12.154,0.045
2008,6,11.555,0.052,12.008,0.046,12.165,0.046
2008,7,11.59,0.054,11.923,0.046,12.16,0.046
2008,8,11.686,0.053,11.906,0.045,12.152,0.045
2008,9,11.732,0.048,11.911,0.046,12.161,0.045
2008,10,11.755,0.043,11.881,0.046,12.147,0.045
2008,11,11.858,0.04,11.852,0.046,12.143,0.044
2008,12,11.809,0.05,11.844,0.046,12.124,0.043
2009,1,11.743,0.054,11.842,0.047,12.124,0.042
2009,2,11.725,0.06,11.858,0.049,12.117,0.042
2009,3,11.778,0.062,11.884,0.049,12.085,0.042
2009,4,11.618,0.061,11.907,0.048,12.081,0.042
2009,5,11.707,0.06,11.903,0.047,12.078,0.043
2009,6,11.604,0.06,11.893,0.046,12.084,0.042
2009,7,11.586,0.056,11.936,0.045,12.086,0.042
2009,8,11.358,0.051,11.983,0.045,12.095,0.043
2009,9,11.39,0.045,12.009,0.046,12.097,0.042
2009,10,11.497,0.045,12.047,0.045,12.104,0.041
2009,11,11.42,0.04,12.057,0.046,12.083,0.04
2009,12,11.511,0.04,12.065,0.047,12.09,0.038
2010,1,11.608,0.045,12.084,0.048,12.089,0.039
2010,2,11.71,0.044,12.076,0.05,12.066,0.039
2010,3,11.718,0.043,12.075,0.051,12.08,0.04
2010,4,11.976,0.041,12.049,0.049,12.084,0.039
2010,5,11.814,0.042,12.049,0.048,12.09,0.039
2010,6,11.944,0.044,12.074,0.046,12.099,0.04
2010,7,11.9,0.04,12.093,0.046,12.093,0.041
2010,8,11.958,0.049,12.093,0.045,12.092,0.041
2010,9,11.935,0.052,12.085,0.044,12.097,0.041
2010,10,11.878,0.055,12.078,0.043,12.105,0.04
2010,11,11.841,0.062,12.092,0.042,12.103,0.039
2010,12,11.812,0.064,12.1,0.042,12.13,0.039
2011,1,11.877,0.071,12.101,0.043,12.099,0.039
2011,2,11.922,0.073,12.108,0.044,12.121,0.039
2011,3,11.904,0.067,12.124,0.044,12.143,0.039
2011,4,11.857,0.06,12.119,0.043,12.133,0.038
2011,5,11.922,0.065,12.098,0.043,12.124,0.038
2011,6,12.059,0.06,12.091,0.042,12.129,0.038
2011,7,12.354,0.062,12.086,0.043,12.123,0.039
2011,8,12.557,0.059,12.043,0.042,12.124,0.04
2011,9,12.893,0.06,12.021,0.042,12.141,0.039
2011,10,13.015,0.059,12.028,0.042,12.164,0.039
2011,11,13.214,0.06,12.024,0.042,12.182,0.037
2011,12,13.25,0.064,12.034,0.041,12.165,0.037
2012,1,13.278,0.062,12.039,0.041,12.176,0.036
2012,2,13.22,0.071,12.042,0.042,12.216,0.036
2012,3,13.226,0.073,12.04,0.043,12.209,0.035
2012,4,13.172,0.075,12.098,0.042,12.225,0.034
2012,5,13.184,0.076,12.038,0.041,12.216,0.034
2012,6,13.208,0.079,12.103,0.041,12.218,0.034
2012,7,13.035,0.081,12.125,0.041,12.223,0.034
2012,8,12.909,0.077,12.136,0.042,12.21,0.034
2012,9,12.474,0.073,12.152,0.042,12.209,0.034
2012,10,12.245,0.066,12.152,0.04,12.204,0.033
2012,11,12.126,0.053,12.159,0.041,12.209,0.032
2012,12,12.116,0.049,12.166,0.041,12.214,0.032
2013,1,12,0.044,12.158,0.043,12.223,0.032
2013,2,11.963,0.04,12.147,0.042,12.227,0.032
2013,3,11.994,0.04,12.165,0.042,12.23,0.032
2013,4,11.972,0.044,12.175,0.042,12.224,0.032
2013,5,11.862,0.041,12.196,0.042,12.252,0.032
2013,6,11.639,0.039,12.253,0.042,12.261,0.032
2013,7,11.555,0.039,12.276,0.041,12.267,0.032
2013,8,11.432,0.04,12.335,0.041,12.272,0.033
2013,9,11.414,0.044,12.375,0.04,12.283,0.034
2013,10,11.504,0.046,12.385,0.04,12.281,0.034
2013,11,11.521,0.044,12.396,0.039,12.264,0.033
2013,12,11.48,0.042,12.413,0.038,12.28,0.033
2014,1,11.434,0.04,12.404,0.039,12.287,0.033
2014,2,11.396,0.042,12.389,0.039,12.264,0.033
2014,3,11.357,0.045,12.398,0.039,12.253,0.034
2014,4,11.515,0.047,12.422,0.039,12.262,0.033
2014,5,11.409,0.052,12.461,0.037,12.252,0.034
2014,6,11.668,0.059,12.438,0.037,12.252,0.034
2014,7,11.783,0.064,12.415,0.037,12.261,0.034
2014,8,11.822,0.067,12.449,0.035,12.269,0.034
2014,9,12.045,0.065,12.41,0.034,12.279,0.034
2014,10,12.116,0.064,12.402,0.033,12.286,0.034
2014,11,12.093,0.061,12.375,0.033,12.264,0.034
2014,12,12.174,0.057,12.372,0.033,12.295,0.033
2015,1,12.203,0.069,12.362,0.034,12.317,0.033
2015,2,12.235,0.069,12.344,0.034,12.338,0.033
2015,3,12.343,0.062,12.343,0.034,12.349,0.033
2015,4,12.357,0.058,12.359,0.035,12.338,0.033
2015,5,12.601,0.056,12.369,0.035,12.342,0.033
2015,6,12.69,0.055,12.353,0.036,12.341,0.033
2015,7,12.654,0.051,12.352,0.037,12.345,0.033
2015,8,12.954,0.048,12.36,0.036,12.347,0.034
2015,9,13.05,0.05,12.376,0.036,12.344,0.034
2015,10,13.048,0.049,12.37,0.036,12.335,0.034
2015,11,13.027,0.05,12.412,0.038,12.354,0.034
2015,12,13.047,0.049,12.422,0.038,12.368,0.033
2016,1,13.107,0.046,12.433,0.038,NA,NA
2016,2,13.133,0.042,12.437,0.041,NA,NA
2016,3,13.069,0.044,12.441,0.042,NA,NA
2016,4,13.095,0.041,12.443,0.042,NA,NA
2016,5,13.246,0.037,12.429,0.042,NA,NA
2016,6,12.986,0.039,12.47,0.042,NA,NA
2016,7,13.048,0.039,12.488,0.041,NA,NA
2016,8,13.13,0.042,12.486,0.04,NA,NA
2016,9,13.068,0.043,12.484,0.04,NA,NA
2016,10,13.099,0.047,12.495,0.04,NA,NA
2016,11,13.11,0.049,12.479,0.042,NA,NA
2016,12,13.045,0.048,12.471,0.042,NA,NA
2017,1,13.064,0.052,12.483,0.043,NA,NA
2017,2,12.993,0.06,12.496,0.043,NA,NA
2017,3,12.952,0.054,12.517,0.043,NA,NA
2017,4,12.858,0.063,12.473,0.042,NA,NA
2017,5,12.727,0.059,12.49,0.041,NA,NA
2017,6,12.784,0.054,12.487,0.039,NA,NA
2017,7,12.72,0.051,12.51,0.038,NA,NA
2017,8,12.46,0.056,12.54,0.036,NA,NA
2017,9,12.303,0.058,12.546,0.036,NA,NA
2017,10,12.085,0.062,12.524,0.034,NA,NA
2017,11,12.311,0.066,12.525,0.035,NA,NA
2017,12,12.367,0.068,12.516,0.036,NA,NA
2018,1,12.356,0.063,12.531,0.037,NA,NA
2018,2,12.428,0.077,12.547,0.038,NA,NA
2018,3,12.485,0.078,12.523,0.04,NA,NA
2018,4,12.392,0.074,12.496,0.039,NA,NA
2018,5,12.161,0.071,12.511,0.039,NA,NA
2018,6,12.221,0.072,12.484,0.037,NA,NA
2018,7,12.233,0.068,NA,NA,NA,NA
2018,8,12.064,0.07,NA,NA,NA,NA
2018,9,11.955,0.072,NA,NA,NA,NA
2018,10,12.13,0.073,NA,NA,NA,NA
2018,11,11.854,0.068,NA,NA,NA,NA
2018,12,11.723,0.067,NA,NA,NA,NA
2019,1,11.685,0.069,NA,NA,NA,NA
2019,2,11.693,0.054,NA,NA,NA,NA
2019,3,11.737,0.052,NA,NA,NA,NA
2019,4,11.663,0.059,NA,NA,NA,NA
2019,5,11.711,0.067,NA,NA,NA,NA
2019,6,11.753,0.073,NA,NA,NA,NA
2019,7,11.892,0.075,NA,NA,NA,NA
2019,8,12.09,0.07,NA,NA,NA,NA
2019,9,12.353,0.066,NA,NA,NA,NA
2019,10,12.26,0.063,NA,NA,NA,NA
2019,11,12.325,0.059,NA,NA,NA,NA
2019,12,12.398,0.057,NA,NA,NA,NA
2020,1,12.445,0.063,NA,NA,NA,NA
2020,2,12.489,0.061,NA,NA,NA,NA
2020,3,12.372,0.06,NA,NA,NA,NA
2020,4,12.472,0.056,NA,NA,NA,NA
2020,5,12.71,0.054,NA,NA,NA,NA
2020,6,12.678,0.048,NA,NA,NA,NA
2020,7,NA,NA,NA,NA,NA,NA
2020,8,NA,NA,NA,NA,NA,NA
2020,9,NA,NA,NA,NA,NA,NA
2020,10,NA,NA,NA,NA,NA,NA
2020,11,NA,NA,NA,NA,NA,NA
2020,12,NA,NA,NA,NA,NA,NA
